0002;RMK_1_0786d_0097
0005;RMK_1_0786d_0098
0008;RMK_1_0786d_0100
0014;RMK_1_0786d_0103
0017;RMK_1_0786d_0104
0021;RMK_1_0786d_0106
0023;RMK_1_0786d_0107
0025;RMK_1_0786d_0108
0027;RMK_1_0786d_0109
0030;RMK_1_0786d_0111
0033;RMK_1_0786d_0112
0035;RMK_1_0786d_0113
0038;RMK_1_0786d_0115
0044;RMK_1_0786d_0118
0046;RMK_1_0786d_0119
0050;RMK_1_0786d_0121
0052;RMK_1_0786d_0122
0054;RMK_1_0786d_0123
0058;RMK_1_0786d_0125
0061;RMK_1_0786d_0126
0062;RMK_1_0786d_0127
0064;RMK_1_0786d_0128
0065;RMK_1_0786d_0128
0067;RMK_1_0786d_0129
0069;RMK_1_0786d_0130
0074;RMK_1_0786d_0133
0078;RMK_1_0786d_0135
0081;RMK_1_0786d_0136
0084;RMK_1_0786d_0138
0087;RMK_1_0786d_0139
0096;RMK_1_0786d_0143
0098;RMK_1_0786d_0144
0100;RMK_1_0786d_0145
0103;RMK_1_0786d_0146
0108;RMK_1_0786d_0149
0110;RMK_1_0786d_0150
0114;RMK_1_0786d_0152
0120;RMK_1_0786d_0155
0123;RMK_1_0786d_0156
0128;RMK_1_0786d_0159
0133;RMK_1_0786d_0161
0135;RMK_1_0786d_0162
0137;RMK_1_0786d_0163
0140;RMK_1_0786d_0165
0146;RMK_1_0786d_0168
0147;RMK_1_0786d_0168
0158;RMK_1_0786d_0174
0164;RMK_1_0786d_0177
0167;RMK_1_0786d_0178
0170;RMK_1_0786d_0180
0182;RMK_1_0786d_0186
0185;RMK_1_0786d_0187
0190;RMK_1_0786d_0190
0206;RMK_1_0786d_0198
0210;RMK_1_0786d_0200
0215;RMK_1_0786d_0202
0217;RMK_1_0786d_0203
0222;RMK_1_0786d_0206
0227;RMK_1_0786d_0206
0230;RMK_1_0786d_0210
0232;RMK_1_0786d_0211
0235;RMK_1_0786d_0212
0240;RMK_1_0786d_0215
0242;RMK_1_0786d_0216
0244;RMK_1_0786d_0217
0246;RMK_1_0786d_0218
0260;RMK_1_0786d_0225
0262;RMK_1_0786d_0226
0267;RMK_1_0786d_0228
0271;RMK_1_0786d_0230
0273;RMK_1_0786d_0231
0275;RMK_1_0786d_0232
0277;RMK_1_0786d_0233
0279;RMK_1_0786d_0234
0282;RMK_1_0786d_0236
